,sex,age,race,c_charge_degree,priors_count,is_recid
741,Female,22,Caucasian,M,0,pos
742,Male,36,Other,F,0,pos
743,Male,30,Caucasian,F,22,neg
744,Male,21,African-American,F,0,neg
745,Female,53,Caucasian,F,0,pos
746,Male,24,Caucasian,F,1,pos
747,Male,25,African-American,M,7,neg
748,Female,25,African-American,M,1,pos
749,Male,71,African-American,F,8,pos
750,Male,39,African-American,M,10,pos
751,Female,37,African-American,F,0,pos
752,Male,20,African-American,F,0,neg
753,Female,29,African-American,F,3,pos
754,Male,22,African-American,F,2,neg
755,Male,26,African-American,F,4,neg
756,Male,35,Hispanic,F,5,pos
757,Female,47,African-American,F,19,neg
758,Male,21,Other,F,1,neg
759,Female,23,Other,M,0,pos
760,Female,20,Caucasian,F,1,neg
761,Female,23,African-American,F,0,pos
762,Male,27,Native American,M,3,pos
763,Male,55,Caucasian,F,18,neg
764,Female,53,African-American,F,0,pos
765,Female,23,African-American,F,0,neg
766,Male,26,African-American,F,5,neg
767,Male,25,African-American,F,6,neg
768,Male,23,Other,M,2,pos
769,Male,27,African-American,F,4,neg
770,Male,26,African-American,M,2,pos
771,Male,29,African-American,M,1,pos
772,Male,27,Other,F,1,neg
773,Male,28,Hispanic,F,0,pos
774,Male,31,African-American,M,0,pos
775,Male,41,African-American,F,8,neg
776,Male,25,Caucasian,M,0,pos
777,Male,47,Caucasian,M,0,pos
778,Male,37,African-American,F,4,pos
779,Female,35,African-American,F,4,pos
780,Male,24,Caucasian,M,1,neg
781,Male,21,Caucasian,F,2,neg
782,Male,22,Caucasian,F,0,neg
783,Male,57,African-American,F,11,pos
784,Male,48,Caucasian,F,0,pos
785,Male,36,Other,F,0,pos
786,Female,37,African-American,F,3,pos
787,Male,31,Caucasian,M,0,pos
788,Male,22,African-American,F,1,neg
789,Male,31,Caucasian,M,2,pos
790,Male,24,African-American,F,0,neg
791,Male,32,African-American,F,22,neg
792,Female,23,Other,M,0,pos
793,Male,63,African-American,M,0,pos
794,Male,30,Other,F,0,pos
795,Male,26,Caucasian,F,2,neg
796,Male,48,Caucasian,M,2,pos
797,Male,20,Caucasian,F,0,pos
798,Female,24,African-American,M,1,neg
799,Female,36,African-American,M,1,pos
800,Male,83,Hispanic,M,0,pos
801,Male,28,Caucasian,F,2,pos
802,Male,36,African-American,F,3,neg
803,Female,33,African-American,M,0,pos
804,Male,39,African-American,F,0,pos
805,Male,29,Other,M,3,pos
806,Male,30,African-American,F,17,neg
807,Female,19,Caucasian,M,1,neg
808,Male,24,African-American,F,1,neg
809,Male,36,Hispanic,F,11,pos
810,Female,29,Caucasian,F,1,pos
811,Male,35,African-American,F,7,pos
812,Male,24,African-American,F,0,pos
813,Male,26,Caucasian,M,0,pos
814,Male,26,Caucasian,F,8,pos
815,Male,52,African-American,M,7,pos
816,Male,28,African-American,F,14,neg
817,Male,32,African-American,M,0,pos
818,Female,32,Caucasian,M,1,neg
819,Male,33,African-American,M,5,neg
820,Male,29,African-American,F,16,pos
821,Male,34,Caucasian,M,1,neg
822,Female,37,Other,M,0,neg
823,Male,43,Caucasian,M,0,pos
824,Male,47,Caucasian,F,2,pos
825,Male,25,African-American,M,3,neg
826,Female,23,African-American,F,1,pos
827,Male,39,Caucasian,M,2,neg
828,Male,35,African-American,F,13,neg
829,Male,33,Other,F,0,pos
830,Male,21,Other,F,0,neg
831,Male,43,African-American,F,20,pos
832,Male,25,African-American,F,3,neg
833,Male,48,African-American,F,25,neg
834,Male,22,African-American,M,1,neg
835,Male,52,African-American,M,9,neg
836,Male,26,Caucasian,F,5,neg
837,Male,67,African-American,M,4,neg
838,Male,34,African-American,M,4,pos
839,Male,56,Caucasian,M,4,neg
840,Male,28,African-American,F,1,neg
841,Male,29,African-American,M,2,pos
842,Female,24,African-American,M,0,neg
843,Male,37,African-American,F,6,neg
844,Male,43,Other,F,3,pos
845,Male,51,Caucasian,F,0,pos
846,Male,20,African-American,M,1,neg
847,Male,26,Caucasian,M,4,neg
848,Female,39,Caucasian,M,1,neg
849,Male,21,African-American,F,1,pos
850,Male,21,African-American,F,1,neg
851,Male,24,Caucasian,F,3,neg
852,Male,26,African-American,M,4,neg
853,Male,48,Caucasian,F,1,pos
854,Male,24,African-American,F,5,neg
855,Male,26,Caucasian,F,0,pos
856,Male,46,Caucasian,F,0,pos
857,Female,30,Hispanic,M,1,pos
858,Male,24,African-American,M,7,pos
859,Female,21,Caucasian,M,0,pos
860,Male,24,African-American,F,1,neg
861,Male,30,African-American,F,1,pos
862,Male,36,African-American,M,9,pos
863,Male,30,African-American,F,5,neg
864,Female,22,Caucasian,F,1,pos
865,Male,25,African-American,F,0,neg
866,Male,31,African-American,M,25,neg
867,Male,24,African-American,F,0,pos
868,Male,39,African-American,F,13,neg
869,Male,46,Other,F,0,pos
870,Male,48,African-American,M,5,neg
871,Female,30,African-American,F,4,pos
872,Male,40,Caucasian,F,0,pos
873,Female,52,African-American,F,0,pos
874,Male,23,African-American,F,3,pos
875,Female,26,African-American,M,1,pos
876,Male,22,Caucasian,F,1,neg
877,Male,42,Caucasian,F,3,pos
878,Male,23,African-American,F,6,neg
879,Male,33,Other,F,4,neg
880,Male,28,African-American,F,1,pos
881,Female,37,Caucasian,M,4,pos
882,Male,50,Caucasian,F,1,neg
883,Male,38,Native American,M,25,neg
884,Male,32,African-American,F,1,pos
885,Male,24,Hispanic,F,3,neg
886,Male,51,African-American,F,3,pos
887,Male,19,Caucasian,M,1,neg
888,Male,32,African-American,F,4,pos
889,Female,31,Caucasian,F,1,neg
890,Female,29,African-American,F,1,pos
891,Male,43,Hispanic,M,0,pos
892,Male,26,African-American,F,9,neg
893,Male,27,Caucasian,F,0,neg
894,Male,52,Caucasian,F,1,neg
895,Male,27,Hispanic,M,1,pos
896,Female,57,Hispanic,M,1,pos
897,Male,28,African-American,M,3,neg
898,Male,32,African-American,F,3,neg
899,Male,27,African-American,M,5,neg
900,Male,45,Hispanic,M,0,neg
901,Female,42,Caucasian,M,0,pos
902,Male,33,African-American,F,0,neg
903,Male,26,Caucasian,M,4,neg
904,Female,28,Caucasian,M,3,pos
905,Female,53,Caucasian,M,0,pos
906,Male,24,Caucasian,F,0,pos
907,Male,28,Hispanic,F,1,pos
908,Male,28,Hispanic,F,1,pos
909,Male,39,African-American,M,6,neg
910,Male,22,African-American,F,1,neg
911,Male,46,African-American,F,2,neg
912,Male,25,African-American,M,0,pos
913,Male,52,Caucasian,F,1,pos
914,Male,28,African-American,M,4,neg
915,Female,57,Caucasian,F,1,neg
916,Male,49,African-American,F,3,neg
917,Male,21,African-American,F,2,neg
918,Male,32,African-American,F,19,neg
919,Male,63,African-American,M,3,pos
920,Male,29,Caucasian,F,2,pos
921,Male,46,African-American,M,0,pos
922,Male,23,African-American,F,5,neg
923,Male,28,African-American,M,10,neg
924,Male,27,African-American,F,1,pos
925,Female,69,Hispanic,M,0,pos
926,Male,47,Hispanic,M,0,pos
927,Male,45,Hispanic,F,1,pos
928,Female,33,Caucasian,M,1,pos
929,Female,27,Hispanic,M,0,neg
930,Male,47,Caucasian,F,4,neg
931,Male,32,African-American,F,14,neg
932,Male,24,African-American,F,2,pos
933,Male,26,African-American,F,5,neg
934,Male,47,Hispanic,M,0,pos
935,Male,25,Caucasian,F,1,pos
936,Male,21,African-American,F,1,pos
937,Male,25,African-American,M,2,neg
938,Male,22,African-American,F,6,neg
939,Female,26,Caucasian,F,0,pos
940,Male,20,Caucasian,F,0,pos
941,Male,30,African-American,M,1,neg
942,Male,45,African-American,F,0,neg
943,Male,33,African-American,F,7,neg
944,Male,35,Caucasian,F,2,pos
945,Male,41,Caucasian,F,5,pos
946,Male,23,Caucasian,M,0,pos
947,Female,21,Caucasian,M,0,neg
948,Male,54,African-American,F,0,pos
949,Male,27,African-American,F,10,neg
950,Male,22,Caucasian,M,0,pos
951,Female,21,Hispanic,M,0,neg
952,Male,23,African-American,F,2,neg
953,Male,30,Hispanic,M,1,pos
954,Male,36,African-American,M,5,neg
955,Female,24,Hispanic,F,2,neg
956,Male,29,African-American,F,10,neg
957,Male,54,African-American,M,4,neg
958,Male,22,Caucasian,M,2,neg
959,Male,38,Caucasian,F,2,pos
960,Male,26,African-American,M,0,neg
961,Female,20,African-American,F,0,pos
962,Male,56,Hispanic,M,0,pos
963,Male,52,African-American,M,6,neg
964,Male,29,African-American,F,0,pos
965,Female,23,African-American,M,6,pos
966,Male,35,African-American,M,1,pos
967,Male,32,Caucasian,F,8,neg
968,Male,21,African-American,M,1,neg
969,Male,25,Hispanic,F,0,pos
970,Male,32,African-American,M,5,neg
971,Male,30,African-American,M,4,neg
972,Female,30,African-American,F,3,pos
973,Male,23,African-American,F,2,neg
974,Male,32,Caucasian,F,8,neg
975,Male,52,Caucasian,F,1,pos
976,Male,29,African-American,F,6,neg
977,Male,42,Caucasian,M,0,pos
978,Male,21,African-American,F,0,neg
979,Female,36,Caucasian,F,4,neg
980,Female,22,African-American,M,0,pos
981,Male,45,Hispanic,F,2,pos
982,Male,29,African-American,M,0,pos
983,Male,54,African-American,M,2,pos
984,Male,30,African-American,F,6,neg
985,Male,51,African-American,M,17,pos
986,Male,45,Hispanic,F,20,neg
987,Male,27,African-American,F,3,neg
988,Male,24,Hispanic,F,1,neg
989,Male,24,Caucasian,F,2,pos
990,Male,23,African-American,M,2,pos
991,Female,42,Other,M,2,pos
992,Male,36,African-American,F,5,pos
993,Female,38,African-American,M,8,neg
994,Male,69,Hispanic,M,0,pos
995,Male,21,Hispanic,F,1,neg
996,Male,59,Hispanic,M,1,pos
997,Male,39,African-American,F,1,pos
998,Male,29,African-American,F,2,pos
999,Male,22,Hispanic,M,1,neg
1000,Male,28,African-American,F,1,pos
1001,Male,44,Caucasian,F,6,pos
1002,Male,25,African-American,F,2,pos
1003,Male,31,African-American,F,0,pos
1004,Male,35,African-American,M,17,neg
1005,Male,27,African-American,M,11,neg
1006,Male,33,African-American,F,1,pos
1007,Male,28,African-American,F,6,neg
1008,Male,20,African-American,F,1,neg
1009,Male,60,Caucasian,F,1,pos
1010,Male,53,Hispanic,M,0,pos
1011,Male,51,Hispanic,F,0,neg
1012,Male,25,Hispanic,F,1,pos
1013,Male,27,African-American,F,5,neg
1014,Female,54,African-American,F,0,pos
1015,Female,26,African-American,M,3,pos
1016,Male,24,Caucasian,M,3,pos
1017,Male,55,Hispanic,F,1,neg
1018,Male,26,Hispanic,F,0,pos
1019,Female,75,African-American,F,5,pos
1020,Male,36,African-American,F,16,neg
1021,Male,56,African-American,F,8,pos
1022,Male,34,Other,F,0,neg
1023,Female,25,African-American,M,5,neg
1024,Male,46,Caucasian,F,0,pos
1025,Male,27,African-American,F,1,pos
1026,Male,24,African-American,M,1,pos
1027,Male,28,African-American,M,3,neg
1028,Male,42,African-American,M,13,neg
1029,Male,59,African-American,M,2,pos
1030,Male,39,Caucasian,F,1,pos
1031,Male,46,Caucasian,M,5,pos
1032,Male,25,Other,F,1,pos
1033,Male,55,Caucasian,F,2,pos
1034,Male,35,African-American,M,1,neg
1035,Male,43,African-American,M,0,neg
1036,Female,53,Caucasian,M,0,pos
1037,Female,21,African-American,M,0,pos
1038,Male,55,African-American,F,17,neg
1039,Male,27,African-American,F,1,neg
1040,Male,40,African-American,F,0,pos
1041,Female,37,Caucasian,M,0,pos
1042,Male,32,Caucasian,M,2,neg
1043,Male,32,African-American,M,2,pos
1044,Male,36,African-American,M,4,neg
1045,Male,22,Hispanic,M,0,pos
1046,Female,31,African-American,F,0,pos
1047,Female,26,African-American,F,4,neg
1048,Female,50,Caucasian,M,30,neg
1049,Male,47,African-American,F,4,pos
1050,Male,36,African-American,F,2,neg
1051,Female,38,Caucasian,F,0,pos
1052,Male,35,Other,F,0,pos
1053,Male,53,Caucasian,F,0,pos
1054,Male,53,African-American,F,2,pos
1055,Male,57,African-American,F,19,pos
1056,Male,22,African-American,F,5,neg
1057,Male,21,African-American,F,0,neg
1058,Male,26,African-American,F,0,neg
1059,Female,24,African-American,F,1,neg
1060,Male,27,African-American,F,2,pos
1061,Female,49,Caucasian,F,4,pos
1062,Male,47,Caucasian,F,1,neg
1063,Male,30,African-American,F,8,neg
1064,Male,44,Caucasian,F,3,pos
1065,Male,34,African-American,F,1,pos
1066,Male,45,African-American,F,10,neg
1067,Male,38,Hispanic,F,0,pos
1068,Male,50,Caucasian,M,2,pos
1069,Male,29,Caucasian,M,1,pos
1070,Male,26,Caucasian,F,0,pos
1071,Male,44,Hispanic,M,2,pos
1072,Female,22,African-American,F,1,neg
1073,Male,47,Hispanic,M,0,pos
1074,Male,49,Caucasian,F,0,pos
1075,Male,49,African-American,F,1,neg
1076,Male,59,Caucasian,F,2,pos
1077,Male,32,Caucasian,M,6,pos
1078,Male,24,African-American,M,1,neg
1079,Male,40,Hispanic,M,0,pos
1080,Male,32,African-American,F,0,pos
1081,Female,54,Hispanic,M,0,pos
1082,Male,27,African-American,F,9,neg
1083,Female,40,Hispanic,M,1,pos
1084,Male,25,Caucasian,M,2,pos
1085,Male,34,African-American,M,1,pos
1086,Female,62,Caucasian,F,2,neg
1087,Male,20,Caucasian,M,0,neg
1088,Male,37,African-American,M,18,pos
1089,Female,30,Caucasian,F,5,neg
1090,Male,23,African-American,F,1,neg
1091,Female,20,African-American,F,0,pos
1092,Male,29,Caucasian,M,7,neg
1093,Male,24,African-American,F,1,pos
1094,Female,54,Caucasian,M,1,pos
1095,Male,66,African-American,F,3,pos
1096,Male,50,Caucasian,F,8,pos
1097,Male,50,African-American,F,7,pos
1098,Male,40,Caucasian,F,3,pos
1099,Female,30,African-American,M,4,neg
1100,Female,24,Caucasian,F,2,pos
1101,Male,24,Hispanic,F,0,neg
1102,Female,23,African-American,F,3,neg
1103,Male,24,African-American,M,4,neg
1104,Male,54,Caucasian,M,3,neg
1105,Male,25,Caucasian,M,4,pos
1106,Male,46,Caucasian,M,1,pos
1107,Female,35,Hispanic,F,10,pos
1108,Male,25,Other,F,1,pos
1109,Female,22,Caucasian,M,0,pos
1110,Female,32,Caucasian,F,1,pos
1111,Male,25,African-American,M,0,neg
1112,Male,22,African-American,F,3,neg
1113,Male,33,African-American,F,16,neg
1114,Female,49,Caucasian,M,0,neg
1115,Male,30,African-American,F,10,pos
1116,Male,33,African-American,M,4,neg
1117,Male,24,African-American,F,0,pos
1118,Male,33,African-American,M,12,neg
1119,Male,37,Caucasian,M,0,neg
1120,Female,40,Caucasian,M,0,pos
1121,Male,27,Caucasian,F,1,pos
1122,Male,43,African-American,F,9,neg
1123,Male,26,Caucasian,F,11,pos
1124,Male,35,African-American,F,5,neg
1125,Male,25,African-American,F,11,neg
1126,Male,61,African-American,F,1,neg
1127,Male,53,Caucasian,F,1,neg
1128,Female,27,Hispanic,F,0,neg
1129,Female,52,African-American,F,1,pos
1130,Male,26,Caucasian,M,7,neg
1131,Male,39,African-American,M,1,neg
1132,Male,47,African-American,F,5,pos
1133,Male,50,Caucasian,F,1,pos
1134,Female,52,Caucasian,M,6,pos
1135,Female,41,Caucasian,M,0,pos
1136,Male,37,Caucasian,M,0,pos
1137,Female,24,African-American,F,0,pos
1138,Female,34,African-American,F,14,pos
1139,Male,24,African-American,F,5,neg
1140,Male,20,Other,M,0,neg
1141,Male,25,Caucasian,M,1,neg
1142,Male,31,Caucasian,M,3,pos
1143,Female,62,Caucasian,M,0,pos
1144,Male,23,Caucasian,F,0,neg
1145,Female,60,Caucasian,F,0,pos
1146,Male,35,Caucasian,M,0,pos
1147,Female,24,African-American,F,0,pos
1148,Female,56,Caucasian,F,1,neg
1149,Male,30,Caucasian,M,0,pos
1150,Male,41,Caucasian,M,17,neg
1151,Male,35,Caucasian,F,4,neg
1152,Female,28,Caucasian,M,0,pos
1153,Male,23,African-American,M,1,pos
1154,Male,56,African-American,F,0,pos
1155,Male,23,African-American,F,2,neg
1156,Male,20,Hispanic,F,0,neg
1157,Male,37,Hispanic,F,4,neg
1158,Male,23,Caucasian,M,1,pos
1159,Male,21,African-American,F,0,neg
1160,Female,21,African-American,F,3,neg
1161,Female,35,African-American,F,2,pos
1162,Male,33,Caucasian,M,3,pos
1163,Male,21,Hispanic,F,0,pos
1164,Male,41,African-American,M,9,neg
1165,Male,24,African-American,F,0,pos
1166,Male,20,Hispanic,F,2,neg
1167,Male,28,African-American,F,9,neg
1168,Male,25,Native American,F,7,neg
1169,Male,49,African-American,F,3,pos
1170,Female,22,Hispanic,F,0,pos
1171,Male,21,African-American,F,0,neg
1172,Female,27,African-American,F,3,neg
1173,Male,32,African-American,F,4,neg
1174,Male,50,African-American,M,4,pos
1175,Female,23,African-American,M,0,pos
1176,Male,34,Caucasian,M,0,pos
1177,Male,35,African-American,M,1,pos
1178,Male,25,African-American,F,4,neg
1179,Female,33,Caucasian,F,2,neg
1180,Male,25,Other,M,1,neg
1181,Male,30,Hispanic,M,0,pos
1182,Male,42,Native American,M,0,pos
1183,Female,29,Caucasian,F,11,neg
1184,Female,32,African-American,F,6,neg
1185,Male,24,Other,F,5,pos
1186,Male,52,African-American,F,3,pos
1187,Female,26,Caucasian,M,3,pos
1188,Male,31,Caucasian,F,2,neg
1189,Male,38,Hispanic,F,0,pos
1190,Male,47,Caucasian,M,2,pos
1191,Male,25,African-American,F,5,pos
1192,Female,30,Caucasian,F,0,pos
1193,Male,20,African-American,M,0,neg
1194,Female,29,African-American,F,2,pos
1195,Male,24,Asian,F,0,pos
1196,Male,31,Caucasian,F,0,pos
1197,Female,54,Caucasian,F,12,pos
1198,Female,37,Caucasian,M,1,pos
1199,Male,43,Hispanic,M,0,neg
1200,Male,49,Caucasian,F,8,neg
1201,Female,33,African-American,F,1,pos
1202,Male,20,African-American,F,1,pos
1203,Male,42,African-American,M,0,pos
1204,Male,44,Caucasian,F,0,neg
1205,Male,28,African-American,F,5,neg
1206,Male,32,African-American,F,4,neg
1207,Male,28,African-American,F,7,neg
1208,Male,38,Caucasian,F,0,pos
1209,Male,38,African-American,F,3,pos
1210,Male,21,Caucasian,F,1,pos
1211,Female,34,African-American,M,0,neg
1212,Male,21,Caucasian,F,1,neg
1213,Male,36,African-American,F,1,neg
1214,Male,29,African-American,M,0,neg
1215,Male,34,African-American,F,3,neg
1216,Male,38,African-American,M,1,pos
1217,Male,36,Caucasian,F,0,pos
1218,Male,32,Hispanic,M,0,pos
1219,Male,23,African-American,M,0,pos
1220,Male,47,Caucasian,M,0,pos
1221,Male,20,African-American,F,0,pos
1222,Female,25,African-American,F,2,neg
1223,Male,35,African-American,M,0,pos
1224,Female,30,Caucasian,F,1,pos
1225,Female,28,Caucasian,M,1,pos
1226,Male,30,Caucasian,M,2,neg
1227,Female,45,Caucasian,M,3,pos
1228,Male,24,African-American,M,2,neg
1229,Male,22,African-American,F,0,pos
1230,Male,20,Other,F,8,neg
1231,Female,42,African-American,M,0,neg
1232,Male,24,African-American,F,8,neg
1233,Male,40,Hispanic,M,0,pos
1234,Male,27,Other,F,1,pos
1235,Male,60,African-American,F,12,pos
1236,Male,33,African-American,M,6,pos
1237,Male,34,African-American,M,2,neg
1238,Male,24,Caucasian,M,4,pos
1239,Male,27,African-American,M,0,neg
1240,Male,29,African-American,F,4,neg
1241,Male,21,Caucasian,F,1,neg
1242,Male,32,Hispanic,M,0,pos
1243,Male,30,Caucasian,F,10,neg
1244,Female,42,Caucasian,F,0,neg
1245,Male,32,African-American,F,1,pos
1246,Male,27,Other,F,0,pos
1247,Male,30,Caucasian,M,3,pos
1248,Male,22,African-American,F,1,neg
1249,Male,20,Caucasian,M,0,neg
1250,Male,57,Caucasian,M,0,pos
1251,Male,51,Caucasian,F,3,neg
1252,Male,21,African-American,F,0,pos
1253,Male,22,African-American,F,0,pos
1254,Male,35,African-American,F,4,neg
1255,Female,54,Caucasian,F,1,pos
1256,Male,58,Caucasian,F,2,pos
1257,Female,32,Caucasian,F,0,neg
1258,Female,39,African-American,F,22,neg
1259,Male,30,Caucasian,M,9,neg
1260,Male,20,African-American,F,0,neg
1261,Male,40,Other,M,0,pos
1262,Female,45,Caucasian,M,5,pos
1263,Male,31,African-American,F,4,neg
1264,Male,23,Hispanic,F,4,pos
1265,Male,26,Hispanic,M,0,neg
1266,Female,53,Caucasian,M,1,pos
1267,Male,44,Caucasian,M,0,pos
1268,Female,44,Caucasian,M,1,pos
1269,Male,21,Caucasian,F,0,neg
1270,Male,28,African-American,M,0,pos
1271,Male,28,Caucasian,M,2,pos
1272,Male,24,African-American,F,0,neg
1273,Male,28,African-American,F,0,pos
1274,Male,53,Caucasian,F,4,pos
1275,Male,47,Hispanic,F,1,pos
1276,Male,20,African-American,F,1,pos
1277,Male,21,African-American,M,0,pos
1278,Male,30,Other,F,1,neg
1279,Male,37,Caucasian,M,1,neg
1280,Male,60,Hispanic,F,1,pos
1281,Male,26,Hispanic,M,1,neg
1282,Male,30,Caucasian,M,0,pos
1283,Male,26,Caucasian,F,2,neg
1284,Female,26,African-American,F,5,neg
1285,Male,21,Hispanic,F,0,pos
1286,Female,39,African-American,F,1,pos
1287,Male,30,Other,F,0,pos
1288,Male,44,African-American,F,2,pos
1289,Male,45,Caucasian,M,0,pos
1290,Male,30,African-American,F,1,pos
1291,Male,38,Asian,F,2,pos
1292,Male,23,Caucasian,F,6,neg
1293,Male,37,African-American,F,1,pos
1294,Male,46,Asian,M,0,pos
1295,Male,42,African-American,F,0,pos
1296,Female,20,African-American,F,0,neg
1297,Male,65,Caucasian,M,2,pos
1298,Male,54,Caucasian,M,4,pos
1299,Male,47,African-American,F,7,neg
1300,Male,39,African-American,F,5,neg
1301,Male,26,Caucasian,F,0,neg
1302,Male,29,Caucasian,M,7,neg
1303,Male,51,Caucasian,F,7,neg
1304,Male,44,African-American,M,0,pos
1305,Male,49,Caucasian,M,12,pos
1306,Male,22,African-American,F,0,neg
1307,Male,32,African-American,M,4,neg
1308,Male,27,African-American,M,0,pos
1309,Male,30,Caucasian,M,0,pos
1310,Male,22,African-American,F,6,neg
1311,Male,20,African-American,F,2,neg
1312,Male,28,Hispanic,M,11,pos
1313,Male,45,Other,M,0,pos
1314,Female,51,Caucasian,F,5,pos
1315,Male,27,African-American,F,4,neg
1316,Male,32,African-American,F,0,neg
1317,Male,43,African-American,F,2,pos
1318,Female,63,African-American,F,1,pos
1319,Male,37,Caucasian,F,2,pos
1320,Male,26,African-American,F,0,neg
1321,Male,32,African-American,F,17,neg
1322,Male,26,African-American,M,0,pos
1323,Male,32,Other,F,4,pos
1324,Male,39,Hispanic,F,3,pos
1325,Female,58,African-American,F,4,pos
1326,Male,33,Other,M,0,pos
1327,Female,22,Caucasian,M,1,pos
1328,Male,26,African-American,M,6,neg
